sample,Mean_Susc_976,Mean_Susc_15616,Std_Susc_976,Std_Susc_15616,Phase,X_fd,X_fv,X_on
TG02.45A,1.9477000000000003e-08,1.29145e-08,3.1112698372207097e-11,3.0405591591021507e-11,0.12618730491919,33.69358730810701,6.562500000000003e-09,8.076245561993202
TG02.45B,2.1319e-08,1.7183000000000002e-08,6.000000000000186e-12,4.4392191505562986e-11,0.1455022819745939,19.40053473427457,4.135999999999995e-09,9.32888977593228
TG02.47A,1.3826000000000001e-08,1.19065e-08,4.5902069670114546e-11,1.8991664838379348e-10,0.1185660338521481,13.883263416751054,1.919500000000001e-09,7.583718561379659
TG02.46A,1.1045e-08,6.8694e-09,1.2727922061356495e-11,4.8931789258109766e-11,0.1066396172968535,37.8053417836125,4.1756e-09,6.814740923946736
TG02.47B,1.5392e-08,1.293925e-08,6.928203230275963e-12,5.518076355639403e-11,0.1227548240569345,15.935226091476093,2.45275e-09,7.854306020418886
TG02.48A,1.87915e-08,1.29775e-08,3.3234018715767976e-11,3.0405591591020925e-11,0.1088212788618464,30.93952052789825,5.814e-09,6.955254348407448
TG02.49A,1.531e-08,9.97335e-09,2.828427124744718e-12,5.4659354185720805e-11,0.1123119373658351,34.85728282168517,5.336649999999999e-09,7.180215763677792
TG02.49B,1.7540666666666665e-08,1.4821666666666668e-08,8.621678104253617e-12,9.835818894903119e-11,0.121765804147471,15.501121204059126,2.7189999999999973e-09,7.790392449189536
TG02.51A,1.40255e-08,8.4633e-09,6.363961030679125e-12,8.343860018002651e-12,0.1324704902263696,39.657766211543255,5.5622e-09,8.483012669000102
TG02.51B,1.4547666666666668e-08,1.1442333333333332e-08,1.5631165450257555e-11,5.0003333222229245e-11,0.1542871058762987,21.34592030795317,3.105333333333334e-09,9.900909282481347
TG02.50A,1.5626499999999998e-08,9.8357e-09,3.1819805153396797e-11,6.915504320004509e-11,0.1327322896141687,37.05756247400249,5.790799999999998e-09,8.499975857638345
TG02.50B,1.5205666666666665e-08,1.1981e-08,4.725815626253445e-12,4.1677331968348745e-11,0.1525417766243044,21.207006159984207,3.2246666666666653e-09,9.787141443480335
TG02.53A,1.2293e-08,6.9667e-09,1.6970562748477665e-11,5.6285699782448894e-11,0.1464331242423242,43.32791019279264,5.3263e-09,9.389429805004532
TG02.52A,1.33285e-08,7.71935e-09,2.6162950903903262e-11,4.900249993622844e-11,0.1354375499547599,42.0838804066474,5.609149999999999e-09,8.67533202958261
TG02.54A,2.1156e-08,1.47815e-08,3.1112698372209436e-11,2.899137802864857e-11,0.105854219133456,30.13093212327472,6.3745e-09,6.764172225940563
TG02.55A,2.17775e-08,1.51665e-08,7.778174593051483e-12,7.848885271170687e-11,0.1167625269584206,30.357019859947204,6.611000000000002e-09,7.467299328216334
TG02.56A,2.0869e-08,1.39695e-08,4.242640687119416e-12,3.181980515339504e-11,0.1288925652597812,33.06099956873831,6.899499999999998e-09,8.251299999899762
TG02.57A,2.2515e-08,1.5327e-08,7.071067811864135e-12,9.050966799187775e-11,0.125576439680992,31.92538307794804,7.188000000000001e-09,8.036733859890473
TG02.57B,2.2695666666666664e-08,1.7928666666666672e-08,4.041451884329712e-12,8.37635561168047e-11,0.1495165392541809,21.00400957598365,4.7669999999999965e-09,9.590088014226012
TG02.58A,1.9332e-08,1.2865e-08,7.636753236814834e-11,6.36396103067889e-11,0.1247910415175945,33.452307055659006,6.4669999999999985e-09,7.985942049443056
TG02.59A,2.016e-08,1.3958e-08,1.1313708498983551e-11,5.2325901807805355e-11,0.1060287520586555,30.76388888888889,6.202e-09,6.775408982804096
TG02.60A,1.72615e-08,1.1017e-08,6.576093065034861e-11,1.5556349186103548e-11,0.1232202451907996,36.17588274483678,6.2445e-09,7.884388384858912
TG02.62A,5.97585e-09,1.8636e-09,9.121677477306336e-12,5.628569978244912e-11,0.1514945790731078,68.8144782750571,4.11225e-09,9.71891008486887
TG02.63A,1.0362500000000001e-08,4.59645e-09,1.0606601717797956e-11,9.058037866999674e-11,0.1514073126105081,55.64342581423403,5.766050000000001e-09,9.713225125130007
TG02.65A,6.42865e-09,2.01325e-09,5.720493859799199e-11,2.001112190757929e-11,0.1754055898254301,68.68316053914897,4.4154e-09,11.28261590702306
TG02.66A,7.08455e-09,2.4976e-09,9.736860376938734e-11,4.285067093990491e-11,0.1685115392800525,64.7458201297189,4.58695e-09,10.83048704353985
TG02.67A,9.29294e-09,5.6331e-09,7.708263747433659e-11,1.768747657242265e-09,0.171426239130883,39.38301549348214,3.6598399999999996e-09,11.021508298195393
TG02.68A,8.32735e-09,3.61365e-09,2.55265548008343e-11,2.6516504294495624e-11,0.154199839413699,56.605042420457885,4.7136999999999996e-09,9.89521942946351
TG02.69A,9.715300000000001e-09,4.8309e-09,1.1313708498970685e-12,4.9638896039295356e-11,0.1475675882561205,50.27533889843855,4.884400000000001e-09,9.463235454609595
